category,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
InboundTrafficMetrics,0,0,0,11352,6,11352,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,16464,15,16464,15,0,0,0,0
InboundTrafficMetrics,0,0,0,32296,20,32296,20,0,0,0,0
OutboundTrafficMetrics,0,0,0,16464,15,16464,15,0,0,0,0
InboundTrafficMetrics,0,0,0,31712,20,31712,20,0,0,0,0
OutboundTrafficMetrics,0,0,0,8448,8,8448,8,0,0,0,0
InboundTrafficMetrics,0,0,0,16536,12,16536,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,8448,8,8448,8,0,0,0,0
InboundTrafficMetrics,0,0,0,16240,12,16240,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,2360,3,2360,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3488,3,3488,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2360,3,2360,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3200,3,3200,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,21008,11,21008,11,0,0,0,0
InboundTrafficMetrics,0,0,0,25912,11,25912,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,21008,11,21008,11,0,0,0,0
InboundTrafficMetrics,0,0,0,25328,10,25328,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,1776,2,1776,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2432,2,2432,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1776,2,1776,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2136,2,2136,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,22632,13,22632,13,0,0,0,0
InboundTrafficMetrics,0,0,0,30600,12,30600,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,22632,13,22632,13,0,0,0,0
InboundTrafficMetrics,0,0,0,30024,12,30024,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,2128,3,2128,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2816,3,2816,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2128,3,2128,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2520,3,2520,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5768,4,5768,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6808,3,6808,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5768,4,5768,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6224,3,6224,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2208,3,2208,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3024,3,3024,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2208,3,2208,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2736,3,2736,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5280,3,5280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3400,3,3400,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5280,3,5280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3112,3,3112,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4792,5,4792,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8984,5,8984,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4792,5,4792,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8288,4,8288,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,10696,7,10696,7,0,0,0,0
InboundTrafficMetrics,0,0,0,13224,6,13224,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,10696,7,10696,7,0,0,0,0
InboundTrafficMetrics,0,0,0,12928,5,12928,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,1712,2,1712,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2720,2,2720,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1712,2,1712,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2136,2,2136,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1064,1,1064,1,0,0,0,0
InboundTrafficMetrics,0,0,0,1752,1,1752,1,0,0,0,0
OutboundTrafficMetrics,0,0,0,1064,1,1064,1,0,0,0,0
InboundTrafficMetrics,0,0,0,1464,1,1464,1,0,0,0,0
OutboundTrafficMetrics,0,0,0,2576,3,2576,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4704,3,4704,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2576,3,2576,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4128,3,4128,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,27072,12,27072,12,0,0,0,0
InboundTrafficMetrics,0,0,0,35616,11,35616,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,27072,12,27072,12,0,0,0,0
InboundTrafficMetrics,0,0,0,35328,11,35328,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,8120,7,8120,7,0,0,0,0
InboundTrafficMetrics,0,0,0,17584,6,17584,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8120,7,8120,7,0,0,0,0
InboundTrafficMetrics,0,0,0,17296,6,17296,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,15680,9,15680,9,0,0,0,0
InboundTrafficMetrics,0,0,0,12808,6,12808,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,15680,9,15680,9,0,0,0,0
InboundTrafficMetrics,0,0,0,12224,6,12224,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,5864,3,5864,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4688,3,4688,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5864,3,5864,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4400,3,4400,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,8032,5,8032,5,0,0,0,0
InboundTrafficMetrics,0,0,0,15880,5,15880,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8032,5,8032,5,0,0,0,0
InboundTrafficMetrics,0,0,0,15304,5,15304,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6800,5,6800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13432,6,13432,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6800,5,6800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13144,6,13144,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,5384,3,5384,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3208,3,3208,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5384,3,5384,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2920,2,2920,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,6280,6,6280,6,0,0,0,0
InboundTrafficMetrics,0,0,0,15032,6,15032,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6280,6,6280,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14328,6,14328,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7672,6,7672,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10488,5,10488,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7672,6,7672,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10200,5,10200,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5912,3,5912,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5168,3,5168,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5912,3,5912,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4584,3,4584,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3632,4,3632,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5672,4,5672,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3632,4,3632,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5384,4,5384,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,8144,5,8144,5,0,0,0,0
InboundTrafficMetrics,0,0,0,22232,6,22232,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8144,5,8144,5,0,0,0,0
InboundTrafficMetrics,0,0,0,21648,5,21648,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,12376,9,12376,9,0,0,0,0
InboundTrafficMetrics,0,0,0,35976,10,35976,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,12376,9,12376,9,0,0,0,0
InboundTrafficMetrics,0,0,0,35688,10,35688,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,6560,5,6560,5,0,0,0,0
InboundTrafficMetrics,0,0,0,6128,4,6128,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6560,5,6560,5,0,0,0,0
InboundTrafficMetrics,0,0,0,5840,4,5840,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,9416,7,9416,7,0,0,0,0
InboundTrafficMetrics,0,0,0,11480,6,11480,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,9416,7,9416,7,0,0,0,0
InboundTrafficMetrics,0,0,0,10904,6,10904,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2160,3,2160,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2784,2,2784,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2160,3,2160,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2488,2,2488,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,3696,3,3696,3,0,0,0,0
InboundTrafficMetrics,0,0,0,10288,4,10288,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3696,3,3696,3,0,0,0,0
InboundTrafficMetrics,0,0,0,9704,4,9704,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5856,6,5856,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9120,5,9120,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5856,6,5856,6,0,0,0,0
InboundTrafficMetrics,0,0,0,8824,5,8824,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,24896,11,24896,11,0,0,0,0
InboundTrafficMetrics,0,0,0,30784,11,30784,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,24896,11,24896,11,0,0,0,0
InboundTrafficMetrics,0,0,0,30208,10,30208,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,6144,5,6144,5,0,0,0,0
InboundTrafficMetrics,0,0,0,14488,6,14488,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6144,5,6144,5,0,0,0,0
InboundTrafficMetrics,0,0,0,14200,6,14200,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,21944,14,21944,14,0,0,0,0
InboundTrafficMetrics,0,0,0,33432,11,33432,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,21944,14,21944,14,0,0,0,0
InboundTrafficMetrics,0,0,0,33024,11,33024,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,9456,9,9456,9,0,0,0,0
InboundTrafficMetrics,0,0,0,16408,13,16408,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,9456,9,9456,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15832,13,15832,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,5176,3,5176,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4152,3,4152,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5176,3,5176,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3864,2,3864,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2832,3,2832,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5672,3,5672,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2832,3,2832,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5088,3,5088,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,12160,7,12160,7,0,0,0,0
InboundTrafficMetrics,0,0,0,33056,8,33056,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,12160,7,12160,7,0,0,0,0
InboundTrafficMetrics,0,0,0,32768,8,32768,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,2248,3,2248,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3032,3,3032,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2248,3,2248,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2744,3,2744,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,16272,9,16272,9,0,0,0,0
InboundTrafficMetrics,0,0,0,21800,8,21800,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,16272,9,16272,9,0,0,0,0
InboundTrafficMetrics,0,0,0,21216,8,21216,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,8608,9,8608,9,0,0,0,0
InboundTrafficMetrics,0,0,0,14888,11,14888,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,8608,9,8608,9,0,0,0,0
InboundTrafficMetrics,0,0,0,14600,11,14600,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,11408,5,11408,5,0,0,0,0
InboundTrafficMetrics,0,0,0,14304,6,14304,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,11408,5,11408,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13728,6,13728,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2528,3,2528,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4320,3,4320,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2528,3,2528,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4032,3,4032,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,24304,11,24304,11,0,0,0,0
InboundTrafficMetrics,0,0,0,33352,11,33352,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,24304,11,24304,11,0,0,0,0
InboundTrafficMetrics,0,0,0,32768,11,32768,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,4992,4,4992,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4304,4,4304,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4992,4,4992,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4016,4,4016,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6088,6,6088,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10568,6,10568,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6088,6,6088,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10160,6,10160,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6760,5,6760,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7752,5,7752,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6760,5,6760,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7176,5,7176,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8424,7,8424,7,0,0,0,0
InboundTrafficMetrics,0,0,0,26456,8,26456,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,8424,7,8424,7,0,0,0,0
InboundTrafficMetrics,0,0,0,26168,8,26168,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,2488,3,2488,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4608,3,4608,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2488,3,2488,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4024,3,4024,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5360,4,5360,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4320,3,4320,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5360,4,5360,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4032,3,4032,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2616,4,2616,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3576,4,3576,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2616,4,2616,4,0,0,0,0
InboundTrafficMetrics,0,0,0,2992,3,2992,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,17672,11,17672,11,0,0,0,0
InboundTrafficMetrics,0,0,0,17096,8,17096,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,17672,11,17672,11,0,0,0,0
InboundTrafficMetrics,0,0,0,16736,8,16736,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,2568,3,2568,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3264,3,3264,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2568,3,2568,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2968,3,2968,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1560,2,1560,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2688,2,2688,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1560,2,1560,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2112,2,2112,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,5344,5,5344,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8376,5,8376,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5344,5,5344,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8088,5,8088,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,12096,9,12096,9,0,0,0,0
InboundTrafficMetrics,0,0,0,36016,10,36016,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,12096,9,12096,9,0,0,0,0
InboundTrafficMetrics,0,0,0,35432,10,35432,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,6192,4,6192,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6104,4,6104,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6192,4,6192,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5816,4,5816,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6920,6,6920,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10312,5,10312,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6920,6,6920,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9736,5,9736,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8584,9,8584,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15728,12,15728,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,8584,9,8584,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15320,12,15320,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,9688,9,9688,9,0,0,0,0
InboundTrafficMetrics,0,0,0,18552,13,18552,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,9688,9,9688,9,0,0,0,0
InboundTrafficMetrics,0,0,0,18264,13,18264,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,3936,4,3936,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7200,6,7200,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,3936,4,3936,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6616,5,6616,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,18864,10,18864,10,0,0,0,0
InboundTrafficMetrics,0,0,0,16680,9,16680,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,18864,10,18864,10,0,0,0,0
InboundTrafficMetrics,0,0,0,16392,9,16392,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,9440,6,9440,6,0,0,0,0
InboundTrafficMetrics,0,0,0,68632,12,68632,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,9440,6,9440,6,0,0,0,0
InboundTrafficMetrics,0,0,0,68048,12,68048,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,22272,12,22272,12,0,0,0,0
InboundTrafficMetrics,0,0,0,32520,11,32520,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,22272,12,22272,12,0,0,0,0
InboundTrafficMetrics,0,0,0,32232,11,32232,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,28288,9,28288,9,0,0,0,0
InboundTrafficMetrics,0,0,0,30456,8,30456,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,28288,9,28288,9,0,0,0,0
InboundTrafficMetrics,0,0,0,30168,8,30168,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,5608,4,5608,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4880,3,4880,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5608,4,5608,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4304,3,4304,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6680,5,6680,5,0,0,0,0
InboundTrafficMetrics,0,0,0,16808,5,16808,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6680,5,6680,5,0,0,0,0
InboundTrafficMetrics,0,0,0,16520,5,16520,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,3536,3,3536,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3168,3,3168,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3536,3,3536,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2584,2,2584,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,13408,6,13408,6,0,0,0,0
InboundTrafficMetrics,0,0,0,18728,6,18728,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,13408,6,13408,6,0,0,0,0
InboundTrafficMetrics,0,0,0,18440,6,18440,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,19560,12,19560,12,0,0,0,0
InboundTrafficMetrics,0,0,0,28632,9,28632,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,19560,12,19560,12,0,0,0,0
InboundTrafficMetrics,0,0,0,28056,9,28056,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,2360,3,2360,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3088,3,3088,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2360,3,2360,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2680,3,2680,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1200,2,1200,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2112,2,2112,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1200,2,1200,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1824,2,1824,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,13408,8,13408,8,0,0,0,0
InboundTrafficMetrics,0,0,0,24360,8,24360,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,13408,8,13408,8,0,0,0,0
InboundTrafficMetrics,0,0,0,23776,8,23776,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,53632,16,53632,16,0,0,0,0
InboundTrafficMetrics,0,0,0,76280,19,76280,19,0,0,0,0
OutboundTrafficMetrics,0,0,0,53632,16,53632,16,0,0,0,0
InboundTrafficMetrics,0,0,0,75992,19,75992,19,0,0,0,0
OutboundTrafficMetrics,0,0,0,5608,5,5608,5,0,0,0,0
InboundTrafficMetrics,0,0,0,5152,4,5152,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5608,5,5608,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4504,4,4504,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,13800,9,13800,9,0,0,0,0
InboundTrafficMetrics,0,0,0,18784,9,18784,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,13800,9,13800,9,0,0,0,0
InboundTrafficMetrics,0,0,0,18488,8,18488,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,10656,8,10656,8,0,0,0,0
InboundTrafficMetrics,0,0,0,34096,11,34096,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,10656,8,10656,8,0,0,0,0
InboundTrafficMetrics,0,0,0,33512,11,33512,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,9768,5,9768,5,0,0,0,0
InboundTrafficMetrics,0,0,0,16904,5,16904,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,9768,5,9768,5,0,0,0,0
InboundTrafficMetrics,0,0,0,16616,5,16616,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6008,4,6008,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4928,3,4928,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6008,4,6008,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4640,3,4640,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,18976,13,18976,13,0,0,0,0
InboundTrafficMetrics,0,0,0,47480,14,47480,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,18976,13,18976,13,0,0,0,0
InboundTrafficMetrics,0,0,0,46896,14,46896,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,2024,3,2024,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3184,3,3184,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2024,3,2024,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2896,3,2896,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,11464,8,11464,8,0,0,0,0
InboundTrafficMetrics,0,0,0,54664,11,54664,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,11464,8,11464,8,0,0,0,0
InboundTrafficMetrics,0,0,0,54080,11,54080,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,2120,3,2120,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2808,3,2808,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2120,3,2120,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2520,3,2520,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2720,4,2720,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3424,4,3424,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2720,4,2720,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3016,3,3016,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2280,3,2280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3168,3,3168,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2280,3,2280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2584,3,2584,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,44848,21,44848,21,0,0,0,0
InboundTrafficMetrics,0,0,0,67552,22,67552,22,0,0,0,0
OutboundTrafficMetrics,0,0,0,44848,21,44848,21,0,0,0,0
InboundTrafficMetrics,0,0,0,67264,22,67264,22,0,0,0,0
OutboundTrafficMetrics,0,0,0,9600,5,9600,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9280,6,9280,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,9600,5,9600,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8696,5,8696,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,17360,11,17360,11,0,0,0,0
InboundTrafficMetrics,0,0,0,20544,8,20544,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,17360,11,17360,11,0,0,0,0
InboundTrafficMetrics,0,0,0,20256,8,20256,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,5840,5,5840,5,0,0,0,0
InboundTrafficMetrics,0,0,0,12848,6,12848,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,5840,5,5840,5,0,0,0,0
InboundTrafficMetrics,0,0,0,12272,5,12272,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,1640,2,1640,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2784,3,2784,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1640,2,1640,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2488,3,2488,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2160,3,2160,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3152,3,3152,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2160,3,2160,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2568,3,2568,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,19576,8,19576,8,0,0,0,0
InboundTrafficMetrics,0,0,0,24664,8,24664,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,19576,8,19576,8,0,0,0,0
InboundTrafficMetrics,0,0,0,24376,8,24376,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,1984,3,1984,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2952,3,2952,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1984,3,1984,3,0,0,0,0
